Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4002_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4002_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Protein GvpD 2 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4002,0.874
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4003_ESMFold_Rab_family_GTPase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4003_ESMFold_Rab_family_GTPase.pdb,ESMFold,Rab family GTPase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4003,0.893
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4004_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4004_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: GTP-binding protein gtr1 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4004,0.721
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4005_ESMFold_TATA-box-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4005_ESMFold_TATA-box-binding_protein.pdb,ESMFold,TATA-box-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4005,0.833
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4006_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4006_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4006,0.419
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4007_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4007_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4007,0.268
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4008_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4008_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4008,0.467
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4009_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4009_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Probable ABC transporter binding protein NosD ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4009,0.829
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4010_ESMFold_TATA-box-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4010_ESMFold_TATA-box-binding_protein.pdb,ESMFold,TATA-box-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4010,0.819
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4011_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4011_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4011,0.301
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4012_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4012_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4012,0.815
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4013_ESMFold_glycerophosphodiester_phosphodiesterase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4013_ESMFold_glycerophosphodiester_phosphodiesterase.pdb,ESMFold,glycerophosphodiester phosphodiesterase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4013,0.939
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4014_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4014_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4014,0.775
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4015_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4015_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4015,0.86
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4016_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4016_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized HTH-type transcriptional regulator BH0655 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4016,0.723
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4017_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4017_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4017,0.655
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4018_ESMFold_FAD-dependent_oxidoreductase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4018_ESMFold_FAD-dependent_oxidoreductase.pdb,ESMFold,FAD-dependent oxidoreductase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4018,0.929
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4019_ESMFold_NAD-P--FAD-dependent_oxidoreductase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4019_ESMFold_NAD-P--FAD-dependent_oxidoreductase.pdb,ESMFold,NAD-P--FAD-dependent oxidoreductase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4019,0.947
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4020_ESMFold_NADP-dependent_malic_enzyme.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4020_ESMFold_NADP-dependent_malic_enzyme.pdb,ESMFold,NADP-dependent malic enzyme,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4020,0.906
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4021_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4021_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4021,0.158
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4022_ESMFold_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4022_ESMFold_MFS_transporter.pdb,ESMFold,MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4022,0.966
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4023_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4023_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4023,0.689
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4024_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4024_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4024,0.729
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4025_ESMFold_YoaP_domain-containing_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_4025_ESMFold_YoaP_domain-containing_protein.pdb,ESMFold,YoaP domain-containing protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-4025,0.932
